"Region.Name","Region.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Latin America & Caribbean","LCN",1971,"Primary","Female",21865840,"education"
"Latin America & Caribbean","LCN",1972,"Primary","Female",22344852,"education"
"Latin America & Caribbean","LCN",1973,"Primary","Female",23143702,"education"
"Latin America & Caribbean","LCN",1974,"Primary","Female",23706042,"education"
"Latin America & Caribbean","LCN",1975,"Primary","Female",23926636,"education"
"Latin America & Caribbean","LCN",1976,"Primary","Female",24236630,"education"
"Latin America & Caribbean","LCN",1977,"Primary","Female",25185314,"education"
"Latin America & Caribbean","LCN",1978,"Primary","Female",25890168,"education"
"Latin America & Caribbean","LCN",1979,"Primary","Female",27100986,"education"
"Latin America & Caribbean","LCN",1980,"Primary","Female",27754792,"education"
"Latin America & Caribbean","LCN",1981,"Primary","Female",28171274,"education"
"Latin America & Caribbean","LCN",1982,"Primary","Female",28767922,"education"
"Latin America & Caribbean","LCN",1983,"Primary","Female",28883056,"education"
"Latin America & Caribbean","LCN",1984,"Primary","Female",29699168,"education"
"Latin America & Caribbean","LCN",1985,"Primary","Female",29943274,"education"
"Latin America & Caribbean","LCN",1986,"Primary","Female",32446346,"education"
"Latin America & Caribbean","LCN",1987,"Primary","Female",30305910,"education"
"Latin America & Caribbean","LCN",1988,"Primary","Female",31038890,"education"
"Latin America & Caribbean","LCN",1989,"Primary","Female",30842058,"education"
"Latin America & Caribbean","LCN",1990,"Primary","Female",31872512,"education"
"Latin America & Caribbean","LCN",1991,"Primary","Female",31305160,"education"
"Latin America & Caribbean","LCN",1992,"Primary","Female",31796020,"education"
"Latin America & Caribbean","LCN",1993,"Primary","Female",32093254,"education"
"Latin America & Caribbean","LCN",1994,"Primary","Female",32423232,"education"
"Latin America & Caribbean","LCN",1995,"Primary","Female",34597476,"education"
"Latin America & Caribbean","LCN",1996,"Primary","Female",34817060,"education"
"Latin America & Caribbean","LCN",1997,"Primary","Female",33591804,"education"
"Latin America & Caribbean","LCN",1998,"Primary","Female",34779980,"education"
"Latin America & Caribbean","LCN",1999,"Primary","Female",34104560,"education"
"Latin America & Caribbean","LCN",2000,"Primary","Female",33988204,"education"
"Latin America & Caribbean","LCN",2001,"Primary","Female",33893368,"education"
"Latin America & Caribbean","LCN",2002,"Primary","Female",33946308,"education"
"Latin America & Caribbean","LCN",2003,"Primary","Female",33658852,"education"
"Latin America & Caribbean","LCN",2004,"Primary","Female",33651312,"education"
"Latin America & Caribbean","LCN",2005,"Primary","Female",33385964,"education"
"Latin America & Caribbean","LCN",2006,"Primary","Female",33158830,"education"
"Latin America & Caribbean","LCN",2007,"Primary","Female",33102420,"education"
"Latin America & Caribbean","LCN",2008,"Primary","Female",32874124,"education"
"Latin America & Caribbean","LCN",2009,"Primary","Female",32742640,"education"
"Latin America & Caribbean","LCN",2010,"Primary","Female",32445832,"education"
"Latin America & Caribbean","LCN",2011,"Primary","Female",32175250,"education"
"Latin America & Caribbean","LCN",2012,"Primary","Female",31849164,"education"
"Latin America & Caribbean","LCN",2013,"Primary","Female",32022782,"education"
"Latin America & Caribbean","LCN",2014,"Primary","Female",31620218,"education"
"Latin America & Caribbean","LCN",2015,"Primary","Female",NA,"education"
"Latin America & Caribbean","LCN",2016,"Primary","Female",NA,"education"
"Latin America & Caribbean","LCN",2017,"Primary","Female",NA,"education"
"Middle East & North Africa","MEA",1970,"Primary","Female",5816502,"education"
"Middle East & North Africa","MEA",1971,"Primary","Female",5987840.5,"education"
"Middle East & North Africa","MEA",1972,"Primary","Female",6234125.5,"education"
"Middle East & North Africa","MEA",1973,"Primary","Female",6618528.5,"education"
"Middle East & North Africa","MEA",1974,"Primary","Female",6912909.5,"education"
"Middle East & North Africa","MEA",1975,"Primary","Female",7438926,"education"
"Middle East & North Africa","MEA",1976,"Primary","Female",7965204.5,"education"
"Middle East & North Africa","MEA",1977,"Primary","Female",8447233,"education"
"Middle East & North Africa","MEA",1978,"Primary","Female",8879092,"education"
"Middle East & North Africa","MEA",1979,"Primary","Female",9219278,"education"
"Middle East & North Africa","MEA",1980,"Primary","Female",9884499,"education"
"Middle East & North Africa","MEA",1981,"Primary","Female",10191651,"education"
"Middle East & North Africa","MEA",1982,"Primary","Female",10792763,"education"
"Middle East & North Africa","MEA",1983,"Primary","Female",11358642,"education"
"Middle East & North Africa","MEA",1984,"Primary","Female",12028485,"education"
"Middle East & North Africa","MEA",1985,"Primary","Female",12567631,"education"
"Middle East & North Africa","MEA",1986,"Primary","Female",13271390,"education"
"Middle East & North Africa","MEA",1987,"Primary","Female",14000277,"education"
"Middle East & North Africa","MEA",1988,"Primary","Female",14667253,"education"
"Middle East & North Africa","MEA",1989,"Primary","Female",15328536,"education"
"Middle East & North Africa","MEA",1990,"Primary","Female",15644563,"education"
"Middle East & North Africa","MEA",1991,"Primary","Female",16555457,"education"
"Middle East & North Africa","MEA",1992,"Primary","Female",16761041,"education"
"Middle East & North Africa","MEA",1993,"Primary","Female",17289968,"education"
"Middle East & North Africa","MEA",1994,"Primary","Female",17985836,"education"
"Middle East & North Africa","MEA",1995,"Primary","Female",18051108,"education"
"Middle East & North Africa","MEA",1996,"Primary","Female",18277900,"education"
"Middle East & North Africa","MEA",1997,"Primary","Female",18677514,"education"
"Middle East & North Africa","MEA",1998,"Primary","Female",18913462,"education"
"Middle East & North Africa","MEA",1999,"Primary","Female",19105886,"education"
"Middle East & North Africa","MEA",2000,"Primary","Female",19224864,"education"
"Middle East & North Africa","MEA",2001,"Primary","Female",19422148,"education"
"Middle East & North Africa","MEA",2002,"Primary","Female",19588856,"education"
"Middle East & North Africa","MEA",2003,"Primary","Female",19271374,"education"
"Middle East & North Africa","MEA",2004,"Primary","Female",19251682,"education"
"Middle East & North Africa","MEA",2005,"Primary","Female",19929626,"education"
"Middle East & North Africa","MEA",2006,"Primary","Female",19982020,"education"
"Middle East & North Africa","MEA",2007,"Primary","Female",20106710,"education"
"Middle East & North Africa","MEA",2008,"Primary","Female",20185444,"education"
"Middle East & North Africa","MEA",2009,"Primary","Female",20102508,"education"
"Middle East & North Africa","MEA",2010,"Primary","Female",20408942,"education"
"Middle East & North Africa","MEA",2011,"Primary","Female",20541656,"education"
"Middle East & North Africa","MEA",2012,"Primary","Female",21264030,"education"
"Middle East & North Africa","MEA",2013,"Primary","Female",22346414,"education"
"Middle East & North Africa","MEA",2014,"Primary","Female",22860390,"education"
"Middle East & North Africa","MEA",2015,"Primary","Female",NA,"education"
"Middle East & North Africa","MEA",2016,"Primary","Female",NA,"education"
"Middle East & North Africa","MEA",2017,"Primary","Female",NA,"education"
"North America","NAC",1970,"Primary","Female",NA,"education"
"North America","NAC",1971,"Primary","Female",NA,"education"
"North America","NAC",1972,"Primary","Female",NA,"education"
"North America","NAC",1973,"Primary","Female",NA,"education"
"North America","NAC",1974,"Primary","Female",NA,"education"
"North America","NAC",1975,"Primary","Female",NA,"education"
"North America","NAC",1976,"Primary","Female",NA,"education"
"North America","NAC",1977,"Primary","Female",NA,"education"
"North America","NAC",1978,"Primary","Female",NA,"education"
"North America","NAC",1979,"Primary","Female",NA,"education"
"North America","NAC",1980,"Primary","Female",11163706,"education"
"North America","NAC",1981,"Primary","Female",11026428,"education"
"North America","NAC",1982,"Primary","Female",11142557,"education"
"North America","NAC",1983,"Primary","Female",10834804,"education"
"North America","NAC",1984,"Primary","Female",10740612,"education"
"North America","NAC",1985,"Primary","Female",10785314,"education"
"North America","NAC",1986,"Primary","Female",10939232,"education"
"North America","NAC",1987,"Primary","Female",11060046,"education"
"North America","NAC",1988,"Primary","Female",11340715,"education"
"North America","NAC",1989,"Primary","Female",11641386,"education"
"North America","NAC",1990,"Primary","Female",11980903,"education"
"North America","NAC",1991,"Primary","Female",12006161,"education"
"North America","NAC",1992,"Primary","Female",12156566,"education"
"North America","NAC",1993,"Primary","Female",12278547,"education"
"North America","NAC",1994,"Primary","Female",12451320,"education"
"North America","NAC",1995,"Primary","Female",12748560,"education"
"North America","NAC",1996,"Primary","Female",12855434,"education"
"North America","NAC",1997,"Primary","Female",13110039,"education"
"North America","NAC",1998,"Primary","Female",13382350,"education"
"North America","NAC",1999,"Primary","Female",13526253,"education"
"North America","NAC",2000,"Primary","Female",13287064,"education"
"North America","NAC",2001,"Primary","Female",13529365,"education"
"North America","NAC",2002,"Primary","Female",13378327,"education"
"North America","NAC",2003,"Primary","Female",13324437,"education"
"North America","NAC",2004,"Primary","Female",13122051,"education"
"North America","NAC",2005,"Primary","Female",13002922,"education"
"North America","NAC",2006,"Primary","Female",13046965,"education"
"North America","NAC",2007,"Primary","Female",13048117,"education"
"North America","NAC",2008,"Primary","Female",13145593,"education"
"North America","NAC",2009,"Primary","Female",13116529,"education"
"North America","NAC",2010,"Primary","Female",12926502,"education"
"North America","NAC",2011,"Primary","Female",13027108,"education"
"North America","NAC",2012,"Primary","Female",12902631,"education"
"North America","NAC",2013,"Primary","Female",12974985,"education"
"North America","NAC",2014,"Primary","Female",13070466,"education"
"North America","NAC",2015,"Primary","Female",NA,"education"
"North America","NAC",2016,"Primary","Female",NA,"education"
"North America","NAC",2017,"Primary","Female",NA,"education"
"Sub-Saharan Africa","SSF",1970,"Primary","Female",11249687,"education"
"Sub-Saharan Africa","SSF",1971,"Primary","Female",11721914,"education"
"Sub-Saharan Africa","SSF",1972,"Primary","Female",12404775,"education"
"Sub-Saharan Africa","SSF",1973,"Primary","Female",13093114,"education"
"Sub-Saharan Africa","SSF",1974,"Primary","Female",14094402,"education"
"Sub-Saharan Africa","SSF",1975,"Primary","Female",14854535,"education"
"Sub-Saharan Africa","SSF",1976,"Primary","Female",15565012,"education"
"Sub-Saharan Africa","SSF",1977,"Primary","Female",16988776,"education"
"Sub-Saharan Africa","SSF",1978,"Primary","Female",18592276,"education"
"Sub-Saharan Africa","SSF",1979,"Primary","Female",20412536,"education"
"Sub-Saharan Africa","SSF",1980,"Primary","Female",22010368,"education"
"Sub-Saharan Africa","SSF",1981,"Primary","Female",23547966,"education"
"Sub-Saharan Africa","SSF",1982,"Primary","Female",24872028,"education"
"Sub-Saharan Africa","SSF",1983,"Primary","Female",25533948,"education"
"Sub-Saharan Africa","SSF",1984,"Primary","Female",26062760,"education"
"Sub-Saharan Africa","SSF",1985,"Primary","Female",26072340,"education"
"Sub-Saharan Africa","SSF",1986,"Primary","Female",26006590,"education"
"Sub-Saharan Africa","SSF",1987,"Primary","Female",26535758,"education"
"Sub-Saharan Africa","SSF",1988,"Primary","Female",26615026,"education"
"Sub-Saharan Africa","SSF",1989,"Primary","Female",28123554,"education"
"Sub-Saharan Africa","SSF",1990,"Primary","Female",28382988,"education"
"Sub-Saharan Africa","SSF",1991,"Primary","Female",29700310,"education"
"Sub-Saharan Africa","SSF",1992,"Primary","Female",30489446,"education"
"Sub-Saharan Africa","SSF",1993,"Primary","Female",31683548,"education"
"Sub-Saharan Africa","SSF",1994,"Primary","Female",32625926,"education"
"Sub-Saharan Africa","SSF",1995,"Primary","Female",33629752,"education"
"Sub-Saharan Africa","SSF",1996,"Primary","Female",33606460,"education"
"Sub-Saharan Africa","SSF",1997,"Primary","Female",35999084,"education"
"Sub-Saharan Africa","SSF",1998,"Primary","Female",37863612,"education"
"Sub-Saharan Africa","SSF",1999,"Primary","Female",39165368,"education"
"Sub-Saharan Africa","SSF",2000,"Primary","Female",41381032,"education"
"Sub-Saharan Africa","SSF",2001,"Primary","Female",43566276,"education"
"Sub-Saharan Africa","SSF",2002,"Primary","Female",45761132,"education"
"Sub-Saharan Africa","SSF",2003,"Primary","Female",48562844,"education"
"Sub-Saharan Africa","SSF",2004,"Primary","Female",51208896,"education"
"Sub-Saharan Africa","SSF",2005,"Primary","Female",54173764,"education"
"Sub-Saharan Africa","SSF",2006,"Primary","Female",57018656,"education"
"Sub-Saharan Africa","SSF",2007,"Primary","Female",59864384,"education"
"Sub-Saharan Africa","SSF",2008,"Primary","Female",62527948,"education"
"Sub-Saharan Africa","SSF",2009,"Primary","Female",64730596,"education"
"Sub-Saharan Africa","SSF",2010,"Primary","Female",66577728,"education"
"Sub-Saharan Africa","SSF",2011,"Primary","Female",68422144,"education"
"Sub-Saharan Africa","SSF",2012,"Primary","Female",70866496,"education"
"Sub-Saharan Africa","SSF",2013,"Primary","Female",73008752,"education"
"Sub-Saharan Africa","SSF",2014,"Primary","Female",75409248,"education"
"Sub-Saharan Africa","SSF",2015,"Primary","Female",NA,"education"
"Sub-Saharan Africa","SSF",2016,"Primary","Female",NA,"education"
"Sub-Saharan Africa","SSF",2017,"Primary","Female",NA,"education"
"East Asia & Pacific","EAS",1970,"Secondary","Female",18659784,"education"
"East Asia & Pacific","EAS",1971,"Secondary","Female",21369592,"education"
"East Asia & Pacific","EAS",1972,"Secondary","Female",23716736,"education"
"East Asia & Pacific","EAS",1973,"Secondary","Female",26025014,"education"
"East Asia & Pacific","EAS",1974,"Secondary","Female",26014512,"education"
"East Asia & Pacific","EAS",1975,"Secondary","Female",27449722,"education"
"East Asia & Pacific","EAS",1976,"Secondary","Female",31435644,"education"
"East Asia & Pacific","EAS",1977,"Secondary","Female",38062084,"education"
"East Asia & Pacific","EAS",1978,"Secondary","Female",43469344,"education"
"East Asia & Pacific","EAS",1979,"Secondary","Female",43312696,"education"
"East Asia & Pacific","EAS",1980,"Secondary","Female",41072160,"education"
"East Asia & Pacific","EAS",1981,"Secondary","Female",39676704,"education"
"East Asia & Pacific","EAS",1982,"Secondary","Female",37393828,"education"
"East Asia & Pacific","EAS",1983,"Secondary","Female",37207624,"education"
"East Asia & Pacific","EAS",1984,"Secondary","Female",37786664,"education"
"East Asia & Pacific","EAS",1985,"Secondary","Female",39820144,"education"
"East Asia & Pacific","EAS",1986,"Secondary","Female",41471608,"education"
