"income.Name","income.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Upper middle income","UMC",1989,"Primary","Female",110602784,"education"
"Upper middle income","UMC",1990,"Primary","Female",111854296,"education"
"Upper middle income","UMC",1991,"Primary","Female",111597464,"education"
"Upper middle income","UMC",1992,"Primary","Female",112313528,"education"
"Upper middle income","UMC",1993,"Primary","Female",113020736,"education"
"Upper middle income","UMC",1994,"Primary","Female",114574808,"education"
"Upper middle income","UMC",1995,"Primary","Female",118994568,"education"
"Upper middle income","UMC",1996,"Primary","Female",120801056,"education"
"Upper middle income","UMC",1997,"Primary","Female",121668728,"education"
"Upper middle income","UMC",1998,"Primary","Female",124221016,"education"
"Upper middle income","UMC",1999,"Primary","Female",123237512,"education"
"Upper middle income","UMC",2000,"Primary","Female",120944240,"education"
"Upper middle income","UMC",2001,"Primary","Female",117360080,"education"
"Upper middle income","UMC",2002,"Primary","Female",114724704,"education"
"Upper middle income","UMC",2003,"Primary","Female",111894216,"education"
"Upper middle income","UMC",2004,"Primary","Female",114261784,"education"
"Upper middle income","UMC",2005,"Primary","Female",106627888,"education"
"Upper middle income","UMC",2006,"Primary","Female",104160064,"education"
"Upper middle income","UMC",2007,"Primary","Female",103619416,"education"
"Upper middle income","UMC",2008,"Primary","Female",102516600,"education"
"Upper middle income","UMC",2009,"Primary","Female",100719152,"education"
"Upper middle income","UMC",2010,"Primary","Female",99019608,"education"
"Upper middle income","UMC",2011,"Primary","Female",98163656,"education"
"Upper middle income","UMC",2012,"Primary","Female",97961824,"education"
"Upper middle income","UMC",2013,"Primary","Female",99179264,"education"
"Upper middle income","UMC",2014,"Primary","Female",97569768,"education"
"Upper middle income","UMC",2015,"Primary","Female",98483864,"education"
"Upper middle income","UMC",2016,"Primary","Female",NA,"education"
"Upper middle income","UMC",2017,"Primary","Female",NA,"education"
"High income","HIC",1970,"Secondary","Female",33087710,"education"
"High income","HIC",1971,"Secondary","Female",33405638,"education"
"High income","HIC",1972,"Secondary","Female",34274644,"education"
"High income","HIC",1973,"Secondary","Female",35784520,"education"
"High income","HIC",1974,"Secondary","Female",37187392,"education"
"High income","HIC",1975,"Secondary","Female",38467324,"education"
"High income","HIC",1976,"Secondary","Female",39677716,"education"
"High income","HIC",1977,"Secondary","Female",40876792,"education"
"High income","HIC",1978,"Secondary","Female",41817228,"education"
"High income","HIC",1979,"Secondary","Female",41372572,"education"
"High income","HIC",1980,"Secondary","Female",43104980,"education"
"High income","HIC",1981,"Secondary","Female",43275896,"education"
"High income","HIC",1982,"Secondary","Female",43397416,"education"
"High income","HIC",1983,"Secondary","Female",43431712,"education"
"High income","HIC",1984,"Secondary","Female",43480808,"education"
"High income","HIC",1985,"Secondary","Female",43308916,"education"
"High income","HIC",1986,"Secondary","Female",43749188,"education"
"High income","HIC",1987,"Secondary","Female",43773248,"education"
"High income","HIC",1988,"Secondary","Female",43277428,"education"
"High income","HIC",1989,"Secondary","Female",42796216,"education"
"High income","HIC",1990,"Secondary","Female",42274408,"education"
"High income","HIC",1991,"Secondary","Female",42423304,"education"
"High income","HIC",1992,"Secondary","Female",42687612,"education"
"High income","HIC",1993,"Secondary","Female",43587800,"education"
"High income","HIC",1994,"Secondary","Female",44388252,"education"
"High income","HIC",1995,"Secondary","Female",44604944,"education"
"High income","HIC",1996,"Secondary","Female",44524736,"education"
"High income","HIC",1997,"Secondary","Female",44376940,"education"
"High income","HIC",1998,"Secondary","Female",44327084,"education"
"High income","HIC",1999,"Secondary","Female",44272904,"education"
"High income","HIC",2000,"Secondary","Female",44271672,"education"
"High income","HIC",2001,"Secondary","Female",44510988,"education"
"High income","HIC",2002,"Secondary","Female",44489700,"education"
"High income","HIC",2003,"Secondary","Female",44902708,"education"
"High income","HIC",2004,"Secondary","Female",44507344,"education"
"High income","HIC",2005,"Secondary","Female",44750324,"education"
"High income","HIC",2006,"Secondary","Female",44186204,"education"
"High income","HIC",2007,"Secondary","Female",44140116,"education"
"High income","HIC",2008,"Secondary","Female",43969820,"education"
"High income","HIC",2009,"Secondary","Female",43784588,"education"
"High income","HIC",2010,"Secondary","Female",43556836,"education"
"High income","HIC",2011,"Secondary","Female",43080920,"education"
"High income","HIC",2012,"Secondary","Female",42899976,"education"
"High income","HIC",2013,"Secondary","Female",44310772,"education"
"High income","HIC",2014,"Secondary","Female",44080012,"education"
"High income","HIC",2015,"Secondary","Female",43738768,"education"
"High income","HIC",2016,"Secondary","Female",NA,"education"
"High income","HIC",2017,"Secondary","Female",NA,"education"
"Low income","LIC",1970,"Secondary","Female",1361742.125,"education"
"Low income","LIC",1971,"Secondary","Female",1470848.5,"education"
"Low income","LIC",1972,"Secondary","Female",1558802.25,"education"
"Low income","LIC",1973,"Secondary","Female",1615232,"education"
"Low income","LIC",1974,"Secondary","Female",1635061.875,"education"
"Low income","LIC",1975,"Secondary","Female",1675054.625,"education"
"Low income","LIC",1976,"Secondary","Female",1730486.375,"education"
"Low income","LIC",1977,"Secondary","Female",1829766,"education"
"Low income","LIC",1978,"Secondary","Female",1974927.375,"education"
"Low income","LIC",1979,"Secondary","Female",2169284.5,"education"
"Low income","LIC",1980,"Secondary","Female",2397835.75,"education"
"Low income","LIC",1981,"Secondary","Female",2600696.75,"education"
"Low income","LIC",1982,"Secondary","Female",2810178.25,"education"
"Low income","LIC",1983,"Secondary","Female",2991286,"education"
"Low income","LIC",1984,"Secondary","Female",3174322.25,"education"
"Low income","LIC",1985,"Secondary","Female",3240965.75,"education"
"Low income","LIC",1986,"Secondary","Female",3283025,"education"
"Low income","LIC",1987,"Secondary","Female",3319073.5,"education"
"Low income","LIC",1988,"Secondary","Female",3399546.75,"education"
"Low income","LIC",1989,"Secondary","Female",3407000,"education"
"Low income","LIC",1990,"Secondary","Female",3417583.75,"education"
"Low income","LIC",1991,"Secondary","Female",3474011.25,"education"
"Low income","LIC",1992,"Secondary","Female",3486513.75,"education"
"Low income","LIC",1993,"Secondary","Female",3558726,"education"
"Low income","LIC",1994,"Secondary","Female",3722351.75,"education"
"Low income","LIC",1995,"Secondary","Female",4149684.75,"education"
"Low income","LIC",1996,"Secondary","Female",4366722,"education"
"Low income","LIC",1997,"Secondary","Female",4467268.5,"education"
"Low income","LIC",1998,"Secondary","Female",4856890,"education"
"Low income","LIC",1999,"Secondary","Female",5080682,"education"
"Low income","LIC",2000,"Secondary","Female",5384984,"education"
"Low income","LIC",2001,"Secondary","Female",5808666.5,"education"
"Low income","LIC",2002,"Secondary","Female",6274708.5,"education"
"Low income","LIC",2003,"Secondary","Female",6672814,"education"
"Low income","LIC",2004,"Secondary","Female",7205346,"education"
"Low income","LIC",2005,"Secondary","Female",7911414.5,"education"
"Low income","LIC",2006,"Secondary","Female",8648735,"education"
"Low income","LIC",2007,"Secondary","Female",9312568,"education"
"Low income","LIC",2008,"Secondary","Female",10323764,"education"
"Low income","LIC",2009,"Secondary","Female",11137444,"education"
"Low income","LIC",2010,"Secondary","Female",12241273,"education"
"Low income","LIC",2011,"Secondary","Female",13319109,"education"
"Low income","LIC",2012,"Secondary","Female",14201330,"education"
"Low income","LIC",2013,"Secondary","Female",14810147,"education"
"Low income","LIC",2014,"Secondary","Female",15316963,"education"
"Low income","LIC",2015,"Secondary","Female",15838732,"education"
"Low income","LIC",2016,"Secondary","Female",NA,"education"
"Low income","LIC",2017,"Secondary","Female",NA,"education"
"Lower middle income","LMC",1970,"Secondary","Female",17112000,"education"
"Lower middle income","LMC",1971,"Secondary","Female",17668706,"education"
"Lower middle income","LMC",1972,"Secondary","Female",18439234,"education"
"Lower middle income","LMC",1973,"Secondary","Female",19295084,"education"
"Lower middle income","LMC",1974,"Secondary","Female",20094426,"education"
"Lower middle income","LMC",1975,"Secondary","Female",21075752,"education"
"Lower middle income","LMC",1976,"Secondary","Female",22046324,"education"
"Lower middle income","LMC",1977,"Secondary","Female",22929852,"education"
"Lower middle income","LMC",1978,"Secondary","Female",23987306,"education"
"Lower middle income","LMC",1979,"Secondary","Female",25221246,"education"
"Lower middle income","LMC",1980,"Secondary","Female",26631128,"education"
"Lower middle income","LMC",1981,"Secondary","Female",27897480,"education"
"Lower middle income","LMC",1982,"Secondary","Female",29375956,"education"
"Lower middle income","LMC",1983,"Secondary","Female",32278372,"education"
"Lower middle income","LMC",1984,"Secondary","Female",33130800,"education"
"Lower middle income","LMC",1985,"Secondary","Female",35351868,"education"
"Lower middle income","LMC",1986,"Secondary","Female",37338688,"education"
"Lower middle income","LMC",1987,"Secondary","Female",39078608,"education"
"Lower middle income","LMC",1988,"Secondary","Female",40348028,"education"
"Lower middle income","LMC",1989,"Secondary","Female",41424580,"education"
"Lower middle income","LMC",1990,"Secondary","Female",43691540,"education"
"Lower middle income","LMC",1991,"Secondary","Female",46213708,"education"
"Lower middle income","LMC",1992,"Secondary","Female",48988824,"education"
"Lower middle income","LMC",1993,"Secondary","Female",51772276,"education"
"Lower middle income","LMC",1994,"Secondary","Female",54409036,"education"
"Lower middle income","LMC",1995,"Secondary","Female",56518228,"education"
"Lower middle income","LMC",1996,"Secondary","Female",58638588,"education"
"Lower middle income","LMC",1997,"Secondary","Female",62004140,"education"
"Lower middle income","LMC",1998,"Secondary","Female",63848372,"education"
"Lower middle income","LMC",1999,"Secondary","Female",65392044,"education"
"Lower middle income","LMC",2000,"Secondary","Female",68564392,"education"
"Lower middle income","LMC",2001,"Secondary","Female",70623152,"education"
"Lower middle income","LMC",2002,"Secondary","Female",74125216,"education"
"Lower middle income","LMC",2003,"Secondary","Female",79523472,"education"
"Lower middle income","LMC",2004,"Secondary","Female",81980304,"education"
"Lower middle income","LMC",2005,"Secondary","Female",84800728,"education"
"Lower middle income","LMC",2006,"Secondary","Female",87379248,"education"
"Lower middle income","LMC",2007,"Secondary","Female",91330640,"education"
"Lower middle income","LMC",2008,"Secondary","Female",95086448,"education"
"Lower middle income","LMC",2009,"Secondary","Female",97495264,"education"
"Lower middle income","LMC",2010,"Secondary","Female",102147336,"education"
"Lower middle income","LMC",2011,"Secondary","Female",106732656,"education"
"Lower middle income","LMC",2012,"Secondary","Female",111121976,"education"
"Lower middle income","LMC",2013,"Secondary","Female",114456592,"education"
"Lower middle income","LMC",2014,"Secondary","Female",119108208,"education"
"Lower middle income","LMC",2015,"Secondary","Female",120732336,"education"
"Lower middle income","LMC",2016,"Secondary","Female",NA,"education"
"Lower middle income","LMC",2017,"Secondary","Female",NA,"education"
"Middle income","MIC",1970,"Secondary","Female",45060832,"education"
"Middle income","MIC",1971,"Secondary","Female",48697472,"education"
"Middle income","MIC",1972,"Secondary","Female",52637812,"education"
"Middle income","MIC",1973,"Secondary","Female",56244040,"education"
"Middle income","MIC",1974,"Secondary","Female",58133060,"education"
"Middle income","MIC",1975,"Secondary","Female",61014700,"education"
"Middle income","MIC",1976,"Secondary","Female",66238744,"education"
"Middle income","MIC",1977,"Secondary","Female",73876976,"education"
"Middle income","MIC",1978,"Secondary","Female",80246672,"education"
"Middle income","MIC",1979,"Secondary","Female",86729120,"education"
"Middle income","MIC",1980,"Secondary","Female",85632016,"education"
"Middle income","MIC",1981,"Secondary","Female",85318672,"education"
"Middle income","MIC",1982,"Secondary","Female",84630120,"education"
"Middle income","MIC",1983,"Secondary","Female",87170408,"education"
"Middle income","MIC",1984,"Secondary","Female",88988032,"education"
"Middle income","MIC",1985,"Secondary","Female",86977352,"education"
"Middle income","MIC",1986,"Secondary","Female",97452392,"education"
"Middle income","MIC",1987,"Secondary","Female",101608552,"education"
